# Time (BTJD),Normalized SAP_FLUX,Normalized SAP_BKG
0.0,0.9987590584205464,0
0.020833334,1.0005450519965962,0
0.041666668,0.9996520552085713,0
0.0625,0.9996520552085713,0
0.083333336,0.9996520552085713,0
0.104166664,0.9996520552085713,0
0.125,0.9996520552085713,0
0.14583333,0.9984709295677021,0
0.16666667,1.0006879839347675,0
0.1875,0.9993592771934345,0
0.20833333,0.9990461143897846,0
0.22916667,1.0000516447471455,0
0.25,1.0002963814185932,0
0.27083334,0.9985032352851704,0
0.29166666,0.9996520552085713,0
0.3125,1.0007955107139423,0
0.33333334,0.9988894733833149,0
0.35416666,0.9996520552085713,0
0.375,0.9996520552085713,0
0.39583334,0.9992376837180927,0
0.41666666,0.9996520552085713,0
0.4375,1.000834372942336,0
0.45833334,0.9989341768668965,0
0.47916666,1.000075367395766,0
0.5,0.9988888773368672,0
0.5208333,0.9992609295295551,0
0.5416667,0.9997751984046772,0
0.5625,0.9996234449790791,0
0.5833333,0.9991634163307026,0
0.6041667,0.9999200376914814,0
0.625,0.9989329847740009,0
0.6458333,1.0001412901328877,0
0.6666667,0.9986528429435566,0
0.6875,0.9991425547050312,0
0.7083333,0.9996520552085713,0
0.7291667,0.9989667210029438,0
0.75,0.9984324249671772,0
0.7708333,1.0012047562049702,0
0.7916667,0.9983138117240742,0
0.8125,0.9987780126975849,0
0.8333333,0.9982601675437763,0
0.8541667,0.9996520552085713,0
0.875,0.9998519691871479,0
0.8958333,1.0004411014961079,0
0.9166667,0.9994133982108906,0
0.9375,1.0007572445319965,0
0.9583333,0.9995454821037129,0
0.9791667,0.9997972521232441,0
1.0,0.9992097887443379,0
1.0208334,0.9997958216117695,0
1.0416666,1.0001284155296162,0
1.0625,0.9987128052162006,0
1.0833334,0.9989395412849262,0
1.1041666,0.9986803802894428,0
1.125,1.0007387670921162,0
1.1458334,0.997704294626601,0
1.1666666,0.9993630918907002,0
1.1875,0.9993260178016499,0
1.2083334,0.9995584759162739,0
1.2291666,0.9990169081138447,0
1.25,0.9985020431922749,0
1.2708334,1.0004278692649677,0
1.2916666,0.9992729696677998,0
1.3125,1.0004871162818745,0
1.3333334,0.999798086588271,0
1.3541666,0.9993719133781269,0
1.375,1.0002607378410175,0
1.3958334,0.9995694431709126,0
1.4166666,0.9987074407981709,0
1.4375,1.0019258531974629,0
1.4583334,0.9998740229057148,0
1.4791666,0.9977579388068989,0
1.5,0.9981826815055683,0
1.5208334,1.0003102096961811,0
1.5416666,0.9989939007209614,0
1.5625,0.998146680300124,0
1.5833334,1.0001133951591328,0
1.6041666,0.9998774799751118,0
1.625,1.0000763210700825,0
1.6458334,0.99942949146498,0
1.6666666,0.9987635883735493,0
1.6875,0.9996520552085713,0
1.7083334,1.0690750154899433,0
1.7291666,0.9996520552085713,0
1.75,0.998327401583083,0
1.7708334,0.9996520552085713,0
1.7916666,0.9996520552085713,0
1.8125,0.9990425381110981,0
1.8333334,0.9996520552085713,0
1.8541666,0.9988866123603657,0
1.875,0.9992348822997883,0
1.8958334,0.9996520552085713,0
1.9166666,0.9977046522544697,0
1.9375,0.9990784201072529,0
1.9583334,0.9996520552085713,0
1.9791666,0.9999536547111347,0
2.0,0.9996520552085713,0
2.0208333,0.9991300377296284,0
2.0416667,0.9996520552085713,0
2.0625,0.9992453727172688,0
2.0833333,1.001081911032088,0
2.1041667,0.9987843903945759,0
2.125,0.9997581514762715,0
2.1458333,0.9990243586944416,0
2.1666667,0.999654260580428,0
2.1875,0.9997138056205586,0
2.2083333,0.9995475086616352,0
2.2291667,1.0002736720489338,0
2.25,1.0016926798271015,0
2.2708333,0.9993101629661396,0
2.2916667,0.9996805462287739,0
2.3125,1.0016679438995197,0
2.3333333,1.0000222596572712,0
2.3541667,0.9989643964217976,0
2.375,1.000027385656722,0
2.3958333,0.9997170838760212,0
2.4166667,1.0005662712501362,0
2.4375,1.001194206182845,0
2.4583333,1.0013728413032368,0
2.4791667,0.9983307990478352,0
2.5,1.0029356750892475,0
2.5208333,1.0011009845184162,0
2.5416667,1.001080897753127,0
2.5625,1.000051227514632,0
2.5833333,1.0005482110427693,0
2.6041667,1.0003278526710346,0
2.625,1.00066342682112,0
2.6458333,1.0002304586814716,0
2.6666667,1.0012628707336262,0
2.6875,0.9991531643318012,0
2.7083333,0.9981279048370197,0
2.7291667,0.9996261867927387,0
2.75,0.9986050996230915,0
2.7708333,1.0019666227744892,0
2.7916667,0.9985260638641194,0
2.8125,1.0011762055801228,0
2.8333333,1.0001522573875263,0
2.8541667,0.999104944174178,0
2.875,0.9983893904136494,0
2.8958333,1.0001991662429646,0
2.9166667,1.0007246407913044,0
2.9375,0.9996520552085713,0
2.9583333,1.0004679235862568,0
2.9791667,0.9996520552085713,0
3.0,0.9996520552085713,0
3.0208333,0.9996227297233418,0
3.0416667,0.9990335974143818,0
3.0625,0.9989550980972126,0
3.0833333,0.9988503131316975,0
3.1041667,1.0006141337798908,0
3.125,1.000836459104903,0
3.1458333,0.999312189524062,0
3.1666667,0.9997701916145161,0
3.1875,0.9998737844871357,0
3.2083333,0.9996520552085713,0
3.2291667,0.9996520552085713,0
3.25,0.9996520552085713,0
3.2708333,0.9991644892143086,0
