# Time (BTJD),Normalized SAP_FLUX,Normalized SAP_BKG
0.0,0.9937543321229896,0
0.020833334,0.9923141050912818,0
0.041666668,0.992636208591648,0
0.0625,0.9980671454050025,0
0.083333336,0.9988161373712501,0
0.104166664,0.9995089817621192,0
0.125,0.9997064519502601,0
0.14583333,0.9997098494150123,0
0.16666667,0.9993174124338111,0
0.1875,1.0070379424669227,0
0.20833333,1.005804126320072,0
0.22916667,1.0071656752206763,0
0.25,0.9997076440431556,0
0.27083334,0.9998112369157752,0
0.29166666,0.9997451949693641,0
0.3125,0.9997676063157996,0
0.33333334,1.0011820841409644,0
0.35416666,0.997934346256443,0
0.375,1.000253384170719,0
0.39583334,1.0006105352022132,0
0.41666666,0.9985461283304176,0
0.4375,0.9982364225961646,0
0.45833334,0.9994353104211768,0
0.47916666,0.9989748645402869,0
0.5,1.0011624146081886,0
0.5208333,1.0005633879281959,0
0.5416667,1.000094716606327,0
0.5625,0.9996997166254005,0
0.5833333,0.9998252440072974,0
0.6041667,1.0009354401208839,0
0.625,1.000024681148716,0
0.6458333,0.9999799180604896,0
0.6666667,1.000235621986576,0
0.6875,0.9994062829591712,0
0.7083333,1.0006796765901527,0
0.7291667,0.9992747355081519,0
0.75,1.0009077239610633,0
0.7708333,1.0013717461206397,0
0.7916667,0.9992986965753516,0
0.8125,1.000857358036228,0
0.8333333,0.9994840074159583,0
0.8541667,0.9992589998819312,0
0.875,1.0001799512483558,0
0.8958333,0.9999799180604896,0
0.9166667,1.0003947067834815,0
0.9375,0.9986544895746192,0
0.9583333,1.0001736331560096,0
0.9791667,1.000115935859867,0
1.0,0.9993305850603065,0
1.0208334,0.9984641123392066,0
1.0416666,1.0010238338090858,0
1.0625,0.9991669107057533,0
1.0833334,0.9988541651346168,0
1.1041666,1.0006011176683387,0
1.125,1.0012214232065162,0
1.1458334,0.9994385290719947,0
1.1666666,1.0018171716310462,0
1.1875,1.0008628416635474,0
1.2083334,1.0001454401590308,0
1.2291666,1.0002747822381934,0
1.25,0.9995584536172828,0
1.2708334,1.0012532520868263,0
1.2916666,0.999253754673191,0
1.3125,0.9986250448801002,0
1.3333334,1.0011203337289771,0
1.3541666,0.9985780764200172,0
1.375,0.9999559569932899,0
1.3958334,0.9998058128931007,0
1.4166666,1.0012829948045692,0
1.4375,0.9994532514192542,0
1.4583334,1.001150374469944,0
1.4791666,1.00085688119907,0
1.5,0.9999799180604896,0
1.5208334,0.9996427345849952,0
1.5416666,0.9990100908853492,0
1.5625,0.9994987893678626,0
1.5833334,1.000220243988224,0
1.6041666,0.9990338731386146,0
1.625,1.0009002733804664,0
1.6458334,0.9999799180604896,0
1.6666666,1.0001595664598426,0
1.6875,0.9989033985712013,0
1.7083334,1.0000932264902076,0
1.7291666,1.0017443943597755,0
1.75,0.9995599437334022,0
1.7708334,1.0020424771882972,0
1.7916666,0.9980557013132056,0
1.8125,1.0004661131479224,0
1.8333334,0.9991709042169532,0
1.8541666,1.0006441522218665,0
1.875,1.001642589626499,0
1.8958334,1.0006423640825233,0
1.9166666,0.9980878282167396,0
1.9375,0.9987691093065223,0
1.9583334,0.9996904183008155,0
1.9791666,1.0002601194955787,0
2.0,1.0001620698549232,0
2.0208333,0.999814217148014,0
2.0416667,0.9995250750162086,0
2.0625,0.9999799180604896,0
2.0833333,0.9991208363153419,0
2.1041667,0.9993733811952552,0
2.125,1.0008122373201331,0
2.1458333,1.000330870208927,0
2.1666667,0.9981424260713538,0
2.1875,0.9990579534151038,0
2.2083333,1.0001232672311744,0
2.2291667,0.9999799180604896,0
2.25,1.0000464964487037,0
2.2708333,1.002875273285099,0
2.2916667,1.0006784248926124,0
2.3125,1.0002046871759376,0
